Employee ID,First Name,Last Name,Gender,State,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
E04014,Theresa,Hicks,Male,IL,Chicago,2015-04-16,HR,HR Manager,Bachelor's Degree,Excellent,No,81309,1979-04-14,,85374
E04015,James,Perry,Female,NY,New York,2018-02-27,IT,Developer,Bachelor's Degree,Satisfactory,No,117528,1993-06-13,2019-04-03,113717
E04016,Joy,Smith,Male,IL,Chicago,2015-10-24,Finance,Financial Analyst,Master's Degree,Satisfactory,No,86685,1982-07-01,,95353
E04017,Matthew,Marsh,Male,TX,Houston,2016-08-04,Sales,Sales Representative,High School Diploma,Good,Yes,50733,1983-06-24,,50733
E04018,Sharon,Clark,Male,IL,Chicago,2022-07-07,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,82927,1987-06-16,,87073
E04019,Connie,Frank,Female,FL,Orlando,2021-06-26,IT,System Admin,Bachelor's Degree,Needs Improvement,No,63203,1990-02-28,,64372
E04020,Angela,Hernandez,Female,FL,Orlando,2023-10-06,Finance,Accountant,Bachelor's Degree,Excellent,No,75082,1984-01-09,2024-05-11,76471
E04021,Jasmine,Rodriguez,Female,NY,New York,2023-06-18,Sales,Sales Representative,High School Diploma,Good,No,49338,1991-06-17,,47857
E04022,Brandy,Sparks,Male,TX,Dallas,2018-11-02,IT,System Admin,Bachelor's Degree,Needs Improvement,No,70855,1991-12-12,,70677
E04023,Kristen,Hudson,Male,CA,San Diego,2015-09-03,Finance,Accountant,Bachelor's Degree,Good,No,80349,1988-03-21,,80148
E04024,Wesley,Oneill,Female,IL,Chicago,2023-04-07,HR,HR Manager,Bachelor's Degree,Good,Yes,67503,1987-04-27,,68751
E04025,Kyle,Davis,Female,IL,Springfield,2018-11-05,IT,IT Support,Associate Degree,Satisfactory,No,58955,1993-01-26,,54327
E04026,Kathleen,Charles,Male,TX,Austin,2020-06-16,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,99078,1980-05-25,,104031
E04027,Roger,Jones,Male,IL,Chicago,2018-04-15,Marketing,Marketing Specialist,Associate Degree,Good,No,59537,1995-07-01,,56560
E04028,Robert,Davis,Male,NY,New York,2024-12-14,IT,Developer,Bachelor's Degree,Excellent,Yes,100685,1986-03-18,,105719
E04029,Ryan,Poole,Male,CA,San Francisco,2017-05-25,Finance,Financial Analyst,Master's Degree,Satisfactory,No,81427,1992-01-24,,85091
E04030,Crystal,Randolph,Male,NY,New York,2022-05-16,HR,HR Manager,Bachelor's Degree,Satisfactory,No,62714,1980-02-26,,65849
E04031,Hailey,Page,Male,FL,Miami,2021-05-08,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,62230,1983-10-12,,65341
E04032,Meredith,Wilkerson,Male,IL,Chicago,2016-09-19,Sales,Sales Representative,High School Diploma,Good,No,35060,1986-03-05,2018-04-06,35060
E04033,Stephanie,Hobbs,Female,IL,Naperville,2018-04-28,Finance,Accountant,Bachelor's Degree,Satisfactory,No,77326,1992-12-26,,74818
E04034,Mary,Stevens,Female,IL,Springfield,2021-08-30,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,69675,1989-12-16,2022-06-13,70963
E04035,Erin,Wright,Female,IL,Naperville,2018-05-05,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,60679,1984-05-07,,61801
E04036,Calvin,Bailey,Male,NY,Buffalo,2021-05-18,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,76370,1971-02-01,,80188
E04037,Julie,Adams,Female,TX,Austin,2017-03-02,Sales,Sales Representative,High School Diploma,Satisfactory,No,48047,1996-02-09,,44275
E04038,Ronald,Maxwell,Female,IL,Chicago,2019-11-02,IT,Developer,Bachelor's Degree,Good,No,78319,1985-02-07,,79767
E04039,Kimberly,Hatfield,Male,FL,Orlando,2020-10-17,HR,HR Assistant,Associate Degree,Good,No,41140,1988-09-18,,41140
E04040,William,Allison,Male,CA,San Francisco,2016-06-11,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,62881,1983-04-10,,62881
E04041,Daniel,Mayo,Male,IL,Chicago,2019-05-04,IT,System Admin,Bachelor's Degree,Satisfactory,No,68353,1979-09-08,,71770
E04042,Bruce,Lewis,Male,NY,Buffalo,2023-04-30,IT,Developer,Bachelor's Degree,Satisfactory,No,99193,1994-07-24,,98945
E04043,Kayla,Edwards,Male,IL,Naperville,2023-12-25,IT,System Admin,Bachelor's Degree,Excellent,No,76963,1987-07-08,,80811
E04044,Cheryl,Reynolds,Male,CA,San Diego,2020-05-18,Finance,Accountant,Bachelor's Degree,Good,Yes,83164,1979-02-04,,87322
E04045,Katie,Ramos,Female,TX,Houston,2022-03-27,Sales,Sales Representative,High School Diploma,Excellent,Yes,41272,1993-06-09,,38032
E04046,Danielle,Rojas,Female,IL,Chicago,2020-06-28,Marketing,Marketing Manager,Bachelor's Degree,Good,No,84923,1983-02-24,2021-07-02,86494
E04047,Nicholas,Watkins,Female,FL,Tampa,2016-05-19,Marketing,Marketing Specialist,Associate Degree,Good,No,56309,1985-08-13,,54619
E04048,Jorge,Collins,Male,IL,Chicago,2024-11-18,IT,System Admin,Bachelor's Degree,Satisfactory,No,55624,1996-06-20,,55484
E04049,Jeremy,Johnson,Female,NY,New York,2016-03-15,HR,HR Assistant,Associate Degree,Satisfactory,No,40129,1989-07-17,,36978
E04050,Kathryn,Serrano,Male,TX,Houston,2020-03-18,Sales,Sales Representative,High School Diploma,Good,No,46914,1989-11-06,,46914
E04051,Lisa,Davis,Female,IL,Naperville,2021-03-07,IT,System Admin,Bachelor's Degree,Excellent,Yes,71216,1995-02-17,,68906
E04052,Danielle,Dawson,Female,IL,Chicago,2023-11-13,IT,Developer,Bachelor's Degree,Good,No,97061,1984-02-11,,98856
E04053,Carla,Lawrence,Female,TX,Dallas,2023-01-28,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,88556,1982-08-19,2024-08-28,90194
E04054,Erica,Moreno,Male,FL,Tampa,2022-02-10,IT,System Admin,Bachelor's Degree,Good,No,67063,1983-09-04,,70416
E04055,Brian,Berry,Male,CA,Los Angeles,2017-05-22,IT,Developer,Bachelor's Degree,Good,Yes,117620,1977-04-03,,123501
E04056,Katherine,Young,Male,CA,San Diego,2021-06-22,Marketing,Marketing Manager,Bachelor's Degree,Needs Improvement,No,92975,1979-07-10,,97623
E04057,Lucas,Branch,Female,CA,San Francisco,2020-04-17,HR,HR Assistant,Associate Degree,Needs Improvement,No,40719,1992-08-14,,37522
E04058,Blake,Baker,Female,FL,Orlando,2017-04-06,Finance,Accountant,Bachelor's Degree,Excellent,Yes,66637,1975-12-05,,67869
E04059,Katherine,Rodriguez,Female,FL,Orlando,2018-03-06,Sales,Sales Representative,High School Diploma,Needs Improvement,No,33029,1987-12-18,,32038
E04060,Jason,Allen,Male,CA,San Diego,2022-07-07,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,74488,1974-12-24,,78212
E04061,Miranda,Cole,Female,FL,Tampa,2024-06-17,Marketing,Marketing Specialist,Associate Degree,Needs Improvement,No,53009,2001-12-23,,48847
E04062,Tiffany,Vaughan,Male,TX,Dallas,2022-01-29,HR,HR Assistant,Associate Degree,Satisfactory,No,39734,1997-06-17,,37747
E04063,David,Bell,Male,TX,Houston,2015-07-09,HR,HR Assistant,Associate Degree,Excellent,No,37513,1983-10-25,,37513
E04064,Megan,Sanchez,Male,TX,Austin,2024-05-13,Sales,Sales Manager,Bachelor's Degree,Excellent,Yes,70448,1975-06-01,2026-07-06,73970
E04065,Christopher,Washington,Male,NY,New York,2016-11-24,Finance,Accountant,Bachelor's Degree,Good,No,73686,1988-10-15,,73501
E04066,Carol,Chen,Male,TX,Austin,2023-03-20,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,78486,1981-04-06,,82410
E04067,Douglas,Jackson,Male,TX,Dallas,2020-06-15,IT,System Admin,Bachelor's Degree,Excellent,No,74801,1994-03-01,,74613
E04068,Wendy,Robinson,Male,FL,Orlando,2019-11-10,HR,HR Assistant,Associate Degree,Excellent,No,46774,1989-04-05,,46774
E04069,David,Cochran,Male,CA,San Diego,2019-12-05,Sales,Sales Representative,High School Diploma,Good,No,55640,1995-01-19,,52858
E04070,Jonathan,Collier,Male,CA,San Francisco,2017-02-03,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,33011,1987-07-04,,33011
E04071,Dylan,Frost,Male,CA,San Diego,2024-05-03,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,80116,1995-09-26,,79915
E04072,Mary,Miles,Male,FL,Miami,2018-01-11,IT,IT Support,Associate Degree,Excellent,No,55613,1993-11-16,,52832
E04073,Sarah,Reed,Female,TX,Houston,2016-02-08,Sales,Sales Representative,High School Diploma,Good,No,37274,1994-07-15,,34347
E04074,Scott,Mathews,Male,CA,Los Angeles,2016-05-09,IT,Developer,Bachelor's Degree,Excellent,Yes,83552,1987-01-13,,83343
E04075,Lauren,Bishop,Female,CA,Los Angeles,2022-01-07,HR,HR Manager,Bachelor's Degree,Excellent,No,77722,1972-07-28,,79159
E04076,Emily,Miller,Male,NY,New York,2019-02-26,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,80485,1985-07-12,,84509
E04077,Carol,Moore,Male,NY,New York,2021-04-13,Finance,Financial Analyst,Master's Degree,Good,Yes,77742,1985-09-24,,85516
E04078,Andrew,Hancock,Female,CA,Los Angeles,2015-12-24,Marketing,Marketing Specialist,Associate Degree,Excellent,No,56210,1987-07-17,,51797
E04079,Yolanda,Torres,Male,TX,Dallas,2021-09-02,IT,Developer,Bachelor's Degree,Good,No,81794,1995-09-14,,81589
E04080,Maria,Bond,Male,TX,Dallas,2020-09-14,IT,IT Support,Associate Degree,Satisfactory,Yes,47989,1995-07-08,,45589
E04081,April,Myers,Female,NY,New York,2016-11-20,Sales,Sales Manager,Bachelor's Degree,Good,No,83260,1967-05-14,,84800
E04082,Kari,Mckenzie,Male,CA,Los Angeles,2016-09-12,IT,Developer,Bachelor's Degree,Excellent,No,106654,1981-01-28,,111986
E04083,Elizabeth,Mckenzie,Female,IL,Chicago,2019-10-26,IT,Developer,Bachelor's Degree,Needs Improvement,Yes,110343,1995-11-02,,106765
E04084,Sharon,Pena,Male,IL,Springfield,2020-07-18,IT,Developer,Bachelor's Degree,Satisfactory,No,89323,1981-05-10,,93789
E04085,Sonya,Evans,Female,IL,Naperville,2021-01-30,HR,HR Manager,Bachelor's Degree,Satisfactory,Yes,69926,1981-07-15,2021-11-05,71219
E04086,Michael,Petersen,Male,CA,San Francisco,2018-11-16,IT,Developer,Bachelor's Degree,Good,No,79079,1989-08-23,,78881
E04087,Paul,Soto,Male,FL,Tampa,2022-08-04,HR,HR Assistant,Associate Degree,Good,Yes,38139,1989-01-02,,38139
E04088,Robert,Gray,Male,IL,Naperville,2023-12-21,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,86351,1991-08-08,2024-10-20,90668
E04089,Grace,Sanchez,Male,NY,New York,2018-07-26,IT,Developer,Bachelor's Degree,Excellent,Yes,114549,1980-11-26,,120276
E04090,Nicole,King,Female,IL,Springfield,2015-03-05,Sales,Sales Representative,High School Diploma,Satisfactory,No,48441,1995-06-06,,44638
E04091,Richard,Nelson,Male,CA,San Diego,2021-01-24,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,44848,1999-02-24,,42605
E04092,Brandon,Oconnor,Male,CA,San Francisco,2017-06-14,Finance,Financial Analyst,Master's Degree,Satisfactory,Yes,74500,1986-06-07,,81950
E04093,Richard,Gonzalez,Female,TX,Austin,2017-09-04,HR,HR Assistant,Associate Degree,Excellent,No,40794,1989-04-16,,37591
E04094,Crystal,Donovan,Female,NY,Buffalo,2015-03-11,IT,Developer,Bachelor's Degree,Good,Yes,96280,1975-04-27,,98061
E04095,Dale,Martin,Female,IL,Naperville,2017-10-07,Sales,Sales Representative,High School Diploma,Satisfactory,No,46502,1985-03-28,,45106
E04096,Joseph,Hernandez,Male,CA,San Francisco,2015-02-10,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,69910,1987-05-12,,69735
E04097,Brian,Stanley,Male,TX,Dallas,2019-01-09,Finance,Financial Analyst,Master's Degree,Satisfactory,No,80295,1986-01-02,,88324
E04098,Kimberly,Compton,Female,NY,Rochester,2019-03-17,IT,System Admin,Bachelor's Degree,Good,Yes,79194,1988-10-28,,80659
E04099,Rita,Newton,Female,IL,Naperville,2023-09-06,Marketing,Marketing Specialist,Associate Degree,Excellent,No,53953,1995-03-25,,49717
E04100,Catherine,Hart,Female,NY,Buffalo,2019-10-08,HR,HR Assistant,Associate Degree,Satisfactory,Yes,39929,1995-03-28,,36794
E04101,Emma,Thomas,Male,FL,Miami,2015-02-01,IT,IT Support,Associate Degree,Needs Improvement,Yes,54647,1983-02-15,,54647
E04102,Chris,Zavala,Male,NY,Rochester,2016-07-08,Sales,Sales Representative,High School Diploma,Excellent,No,44591,1986-08-22,,44591
E04103,Lori,Carr,Male,NY,Buffalo,2023-10-11,Sales,Sales Representative,High School Diploma,Good,No,40296,1993-05-25,,40296
E04104,Stacey,Martinez,Female,FL,Miami,2016-06-12,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,99721,1985-08-05,,101565
E04105,Steven,Liu,Female,NY,Buffalo,2020-06-13,Sales,Sales Representative,High School Diploma,Satisfactory,No,50632,1990-08-04,2022-11-16,49113
E04106,Anthony,Holt,Male,TX,Austin,2022-08-14,HR,HR Manager,Bachelor's Degree,Excellent,Yes,72969,1970-04-22,,80448
E04107,Gregory,James,Male,NY,New York,2024-12-14,Sales,Sales Representative,High School Diploma,Good,No,57868,2001-12-23,,54974
E04108,Jessica,Stevenson,Male,NY,New York,2020-12-24,Marketing,Marketing Specialist,Associate Degree,Good,No,52470,1993-12-21,,49846
E04109,William,Leonard,Male,CA,San Francisco,2016-12-06,IT,Developer,Bachelor's Degree,Satisfactory,No,116323,1984-11-04,2020-01-02,122139
E04110,Allison,Ramirez,Male,NY,New York,2016-11-29,HR,HR Manager,Bachelor's Degree,Excellent,Yes,71078,1984-11-17,,74631
E04111,Daniel,Smith,Male,CA,San Diego,2020-06-15,IT,System Admin,Bachelor's Degree,Good,No,56027,1976-10-22,,58828
E04112,Joshua,Robinson,Male,IL,Naperville,2020-11-27,IT,System Admin,Bachelor's Degree,Good,No,56279,1995-06-18,,56138
E04113,Jessica,Arnold,Male,FL,Tampa,2023-07-05,Finance,Accountant,Bachelor's Degree,Satisfactory,No,81418,1978-06-11,2024-08-19,85488
E04114,Andrew,Nixon,Female,IL,Chicago,2021-07-10,IT,System Admin,Bachelor's Degree,Needs Improvement,Yes,58283,1995-08-13,,56393
E04115,Christopher,Ayala,Female,FL,Orlando,2022-12-30,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,68123,1982-09-11,,69383
E04116,Kevin,Marshall,Female,IL,Chicago,2015-10-28,Marketing,Marketing Specialist,Associate Degree,Good,No,42589,1990-02-08,,39245
E04117,Johnathan,Powell,Male,NY,Rochester,2018-03-28,Finance,Financial Analyst,Master's Degree,Good,Yes,73386,1990-06-27,2021-09-15,76688
E04118,Robert,Wong,Male,TX,Austin,2017-04-04,Marketing,Marketing Specialist,Associate Degree,Satisfactory,Yes,42485,1995-01-05,,40360
E04119,Katherine,Porter,Female,IL,Springfield,2022-04-04,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,41120,1991-02-21,,39886
E04120,Jessica,Reeves,Male,FL,Tampa,2017-09-26,IT,IT Support,Associate Degree,Excellent,Yes,50206,1987-05-01,,50206
E04121,Daniel,Johnson,Female,IL,Naperville,2015-06-17,Finance,Accountant,Bachelor's Degree,Good,No,82329,1990-12-10,,79659
E04122,Michelle,Lucas,Female,CA,San Francisco,2015-01-21,Marketing,Marketing Manager,Bachelor's Degree,Needs Improvement,Yes,68458,1987-10-19,,66238
E04123,Lisa,Harris,Male,IL,Naperville,2015-06-18,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,43784,1986-06-25,,41594
E04124,Heather,Smith,Male,CA,Los Angeles,2016-05-27,IT,System Admin,Bachelor's Degree,Excellent,No,55630,1985-01-18,,58411
E04125,Anthony,Jones,Female,TX,Dallas,2024-10-06,IT,System Admin,Bachelor's Degree,Excellent,No,79661,1988-06-15,2026-07-09,81134
E04126,Christine,Ramsey,Female,TX,Austin,2020-12-13,IT,System Admin,Bachelor's Degree,Satisfactory,No,67267,1993-03-21,,65085
E04127,Matthew,Odom,Female,CA,San Diego,2020-10-11,HR,HR Manager,Bachelor's Degree,Excellent,No,79094,1971-02-19,,80557
E04128,Mary,Young,Female,IL,Springfield,2016-08-22,Marketing,Marketing Manager,Bachelor's Degree,Good,No,87794,1974-12-09,,89418
E04129,Anthony,Brock,Female,IL,Chicago,2017-12-24,Marketing,Marketing Specialist,Associate Degree,Good,No,60966,1990-07-01,,56180
E04130,Samantha,Coleman,Female,NY,New York,2018-10-04,HR,HR Assistant,Associate Degree,Needs Improvement,No,45074,1994-02-17,,41535
E04131,Alan,Nelson,Female,TX,Houston,2024-08-15,IT,IT Support,Associate Degree,Satisfactory,No,48343,2002-07-21,,44548
E04132,Lauren,Johnston,Female,CA,Los Angeles,2016-12-28,Sales,Sales Representative,High School Diploma,Satisfactory,No,33741,1982-11-13,2018-10-07,32728
E04133,Marc,Knight,Male,NY,Rochester,2020-12-04,HR,HR Manager,Bachelor's Degree,Excellent,No,85548,1970-05-10,,89825
E04134,Marissa,Watkins,Female,NY,Buffalo,2024-05-25,Marketing,Marketing Specialist,Associate Degree,Good,Yes,64530,1994-05-24,,62594
E04135,Richard,Griffin,Male,TX,Houston,2018-10-14,Finance,Accountant,Bachelor's Degree,Good,Yes,80558,1993-07-20,,80356
E04136,Fred,Wang,Female,FL,Miami,2015-09-24,IT,Developer,Bachelor's Degree,Satisfactory,Yes,95338,1980-02-12,,97101
E04137,Makayla,Moore,Male,CA,San Francisco,2018-10-13,Sales,Sales Representative,High School Diploma,Excellent,No,47300,1987-09-03,,47300
E04138,John,Nguyen,Male,NY,Rochester,2020-11-18,IT,IT Support,Associate Degree,Satisfactory,Yes,47885,1985-02-07,,47885
E04139,Charlene,Mathis,Male,TX,Houston,2020-04-22,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,71277,1983-12-20,,74840
E04140,Elizabeth,Bennett,Male,FL,Orlando,2018-04-04,HR,HR Manager,Bachelor's Degree,Satisfactory,Yes,60123,1985-10-05,,63129
E04141,Natalie,Mcdonald,Male,FL,Orlando,2015-08-17,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,70191,1979-09-15,,73700
E04142,Anna,Johnson,Male,TX,Austin,2019-01-16,Finance,Accountant,Bachelor's Degree,Satisfactory,No,80950,1989-10-09,,84997
E04143,Justin,Long,Male,CA,San Diego,2017-09-17,Finance,Financial Analyst,Master's Degree,Good,No,86484,1989-10-05,,90375
E04144,Douglas,Nelson,Female,FL,Orlando,2016-10-03,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,51688,1990-12-28,,47630
E04145,Bryan,Oneal,Female,TX,Austin,2022-07-05,Sales,Sales Manager,Bachelor's Degree,Good,No,95883,1987-06-07,,97656
E04146,Cheryl,Wells,Male,TX,Austin,2023-06-08,IT,IT Support,Associate Degree,Good,No,42900,1991-01-20,,42900
E04147,Christopher,Leon,Female,TX,Austin,2020-08-13,HR,HR Assistant,Associate Degree,Excellent,No,42273,1989-05-18,,41004
E04148,Kimberly,Travis,Male,CA,San Diego,2024-11-22,IT,IT Support,Associate Degree,Good,No,41199,1990-01-20,,41199
E04149,Derek,Olson,Female,NY,New York,2015-01-18,Marketing,Marketing Manager,Bachelor's Degree,Excellent,Yes,90894,1978-10-06,,92575
E04150,Paul,Jones,Male,IL,Chicago,2015-06-08,IT,System Admin,Bachelor's Degree,Excellent,Yes,68571,1978-12-18,,71999
E04151,Michael,Williams,Female,NY,Rochester,2019-07-16,IT,Developer,Bachelor's Degree,Good,No,74590,1992-01-28,2021-04-08,72171
E04152,Dawn,Glass,Male,IL,Naperville,2019-06-19,HR,HR Manager,Bachelor's Degree,Satisfactory,No,86676,1969-11-03,,91009
E04153,Ethan,Franklin,Female,NY,Rochester,2023-04-01,IT,System Admin,Bachelor's Degree,Satisfactory,Yes,58152,1989-09-14,,59227
E04154,Bryan,Wilson,Male,FL,Miami,2024-05-27,Sales,Sales Manager,Bachelor's Degree,Needs Improvement,Yes,91279,1995-02-22,,91050
E04155,David,Estes,Male,FL,Orlando,2019-10-14,IT,Developer,Bachelor's Degree,Good,No,117916,1995-08-04,,117621
E04156,Karen,Daniel,Male,NY,Rochester,2015-11-30,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,76499,1981-07-21,,80323
E04157,Edward,Novak,Female,FL,Orlando,2020-07-16,IT,IT Support,Associate Degree,Good,Yes,45414,1988-05-27,,44051
E04158,Alexander,Johnston,Male,CA,San Francisco,2023-06-21,HR,HR Assistant,Associate Degree,Good,Yes,45497,1990-08-09,,45497
E04159,Bryce,Mcclain,Male,IL,Chicago,2018-07-11,HR,HR Assistant,Associate Degree,Satisfactory,No,36409,1989-09-07,,34588
E04160,Mark,Davis,Female,FL,Miami,2017-07-16,HR,HR Manager,Bachelor's Degree,Excellent,No,60019,1972-01-13,,61129
E04161,Karen,Lowery,Male,TX,Dallas,2017-08-19,Finance,Accountant,Bachelor's Degree,Satisfactory,No,63674,1968-11-14,,66857
E04162,Melissa,Gregory,Male,TX,Austin,2016-07-22,Sales,Sales Representative,High School Diploma,Good,Yes,58240,1994-10-24,,55328
E04163,Dawn,Kelley,Female,NY,Rochester,2019-10-17,IT,System Admin,Bachelor's Degree,Good,No,51825,1990-09-22,,50144
E04164,Christina,Hood,Female,FL,Orlando,2024-06-01,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,73474,1993-12-07,2025-09-20,74833
E04165,Victoria,Bailey,Male,CA,San Francisco,2018-04-03,Sales,Sales Representative,High School Diploma,Needs Improvement,Yes,57335,1988-05-19,2019-03-16,57335
E04166,Tom,Flores,Female,FL,Orlando,2019-09-14,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,45183,1991-04-11,,41636
E04167,Alexander,Harris,Male,NY,Buffalo,2019-02-28,IT,Developer,Bachelor's Degree,Excellent,No,118108,1981-06-12,,124013
E04168,Barbara,Jones,Male,NY,Rochester,2021-04-18,Finance,Accountant,Bachelor's Degree,Good,No,60104,1983-10-12,,63109
E04169,Kelly,Klein,Male,FL,Miami,2020-09-24,Finance,Accountant,Bachelor's Degree,Excellent,No,79341,1990-09-13,2021-07-14,83308
E04170,Paul,Hall,Male,FL,Orlando,2024-07-12,Marketing,Marketing Specialist,Associate Degree,Excellent,No,64543,1996-09-13,,61315
E04171,Scott,Dixon,Female,IL,Chicago,2018-09-28,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,49171,1983-04-28,,47695
E04172,Jonathan,Cain,Male,TX,Dallas,2019-07-01,IT,Developer,Bachelor's Degree,Satisfactory,No,73444,1993-01-23,,73260
E04173,David,Smith,Female,IL,Naperville,2022-03-18,Sales,Sales Representative,High School Diploma,Satisfactory,No,54857,1990-10-07,,53211
E04174,George,Fox,Female,FL,Tampa,2018-07-26,Sales,Sales Manager,Bachelor's Degree,Good,No,90802,1978-02-06,,92481
E04175,Jimmy,Flowers,Male,NY,New York,2024-03-06,IT,Developer,Bachelor's Degree,Excellent,No,101367,2000-08-11,,101113
E04176,John,Sweeney,Male,FL,Tampa,2018-11-21,Finance,Financial Analyst,Master's Degree,Good,No,79691,1977-02-09,2019-06-20,87660
E04177,Amber,Campbell,Female,CA,San Francisco,2021-11-10,Sales,Sales Representative,High School Diploma,Needs Improvement,Yes,50367,1999-02-27,2022-09-28,46413
E04178,Deborah,Singh,Female,IL,Springfield,2016-11-28,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,40005,1984-04-21,,38804
E04179,Heather,Walker,Female,CA,San Diego,2023-04-24,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,82200,1984-04-03,,83720
E04180,Michael,Strong,Male,NY,New York,2015-07-11,Finance,Accountant,Bachelor's Degree,Satisfactory,No,64620,1989-06-28,,64458
E04181,David,Sawyer,Male,TX,Dallas,2015-10-10,HR,HR Assistant,Associate Degree,Good,No,47254,1989-06-03,,44891
E04182,Traci,Moore,Female,IL,Springfield,2019-11-16,Finance,Accountant,Bachelor's Degree,Satisfactory,No,61228,1979-02-14,2021-01-24,62360
E04183,Charles,Hanson,Female,FL,Tampa,2017-06-27,IT,Developer,Bachelor's Degree,Good,No,110841,1988-07-22,,107246
E04184,Gary,Gallegos,Male,TX,Dallas,2024-03-05,IT,System Admin,Bachelor's Degree,Satisfactory,No,75875,1996-06-06,,75685
E04185,Lisa,Collins,Female,IL,Naperville,2018-05-17,Marketing,Marketing Specialist,Associate Degree,Excellent,No,53643,1995-09-25,,49432
E04186,Michael,Miller,Male,FL,Orlando,2023-09-26,IT,Developer,Bachelor's Degree,Satisfactory,No,89055,1994-08-26,,88832
E04187,Aaron,Hart,Female,IL,Springfield,2019-12-11,Finance,Accountant,Bachelor's Degree,Satisfactory,Yes,84953,1987-05-26,2021-01-23,86524
E04188,Mark,Wallace,Female,TX,Austin,2024-03-29,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,65628,1979-05-13,,66842
E04189,Amy,Downs,Male,FL,Miami,2020-08-16,IT,Developer,Bachelor's Degree,Good,Yes,111520,1984-02-13,,117096
E04190,Joshua,Howard,Female,TX,Dallas,2021-09-30,HR,HR Manager,Bachelor's Degree,Needs Improvement,No,73020,1980-11-02,,74370
E04191,Matthew,Williams,Female,NY,Buffalo,2022-05-24,Finance,Accountant,Bachelor's Degree,Satisfactory,No,78917,1982-04-12,,80376
E04192,Gloria,Peterson,Female,TX,Houston,2023-05-26,Sales,Sales Manager,Bachelor's Degree,Good,No,96773,1986-01-28,,98563
E04193,Angela,Anderson,Male,CA,San Francisco,2021-10-11,IT,Developer,Bachelor's Degree,Satisfactory,No,94912,1981-02-16,,99657
E04194,Raymond,White,Female,TX,Houston,2020-11-30,IT,Developer,Bachelor's Degree,Needs Improvement,No,70772,1991-04-19,,68477
E04195,Zachary,Sullivan,Female,IL,Chicago,2020-11-13,HR,HR Assistant,Associate Degree,Satisfactory,No,41625,1987-11-03,,40376
E04196,Brian,Anderson,Female,FL,Tampa,2022-11-20,IT,System Admin,Bachelor's Degree,Good,No,77589,1983-08-06,,79024
E04197,Ryan,Wilson,Female,IL,Chicago,2015-03-15,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,No,69784,1974-01-18,,71075
E04198,Timothy,Mayer,Female,FL,Orlando,2016-05-15,Marketing,Marketing Specialist,Associate Degree,Good,No,42613,1981-06-10,,41334
E04199,Devin,Wells,Male,IL,Springfield,2015-03-16,HR,HR Manager,Bachelor's Degree,Good,No,71226,1983-01-11,,74787
E04200,Brian,Wright,Female,CA,Los Angeles,2018-03-04,Sales,Sales Representative,High School Diploma,Good,No,44103,1988-02-27,,42779
E04201,Olivia,Romero,Male,IL,Springfield,2017-11-17,IT,Developer,Bachelor's Degree,Good,No,76381,1989-11-05,,76190
E04202,Derek,Ortega,Female,NY,Buffalo,2018-02-28,Sales,Sales Representative,High School Diploma,Needs Improvement,Yes,36418,1993-04-20,,33559
E04203,Brittany,Schneider,Female,CA,San Diego,2018-04-30,Sales,Sales Representative,High School Diploma,Satisfactory,No,51675,1985-06-23,,50124
E04204,Richard,Thomas,Female,CA,San Diego,2022-12-14,HR,HR Assistant,Associate Degree,Good,Yes,40473,1990-03-17,2024-05-28,39258
E04205,Christina,Patterson,Female,IL,Chicago,2021-11-03,IT,Developer,Bachelor's Degree,Good,No,89949,1983-05-03,,91613
