employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-82404720,Sandra,Solomon,Female,Ohio,Columbus,2017-11-11,Sales,Sales Representative,Bachelor,56638,Excellent,No,1988-10-25,
00-60260797,Karen,Robinson,Female,New York,Buffalo,2017-01-11,Customer Service,Help Desk Technician,Bachelor,78174,Satisfactory,Yes,1971-07-07,
00-95215820,Matthew,Calderon,Male,Pennsylvania,Pittsburgh,2021-06-18,Sales,Sales Specialist,Master,63593,Satisfactory,No,1999-09-28,
00-30407950,Michelle,Patton,Male,New York,Rochester,2020-12-26,Operations,Inventory Specialist,Bachelor,65008,Needs Improvement,No,1971-12-14,
00-37138304,Jill,Brown,Female,New York,Buffalo,2017-02-12,Customer Service,Customer Service Representative,High School,63508,Good,No,1969-08-07,
00-62314365,Angela,Farley,Male,North Carolina,Raleigh,2023-12-29,Operations,Inventory Specialist,High School,60875,Good,No,2001-04-27,
00-72814453,Erica,Garrison,Female,Ohio,Cincinnati,2018-07-27,Customer Service,Help Desk Technician,Bachelor,56955,Good,No,1978-01-19,
00-10047461,Steven,Armstrong,Female,Illinois,Naperville,2016-08-08,Finance,Accountant,Bachelor,70778,Satisfactory,No,1993-01-09,
00-99673571,Kayla,Green,Male,New York,Buffalo,2018-05-29,Finance,Accountant,Bachelor,64966,Good,No,1962-09-06,
00-89723307,Tanner,Riddle,Male,New York,Rochester,2024-04-02,Sales,Sales Representative,Bachelor,69400,Excellent,No,1986-06-21,
00-65079671,David,Smith,Female,New York,New York City,2017-11-07,Sales,Sales Representative,Bachelor,68361,Satisfactory,No,1970-07-04,
00-31508787,Felicia,Hill,Female,New York,New York City,2022-04-08,Customer Service,Customer Service Representative,Bachelor,58983,Good,Yes,1989-04-11,
00-31400078,Kelsey,Phillips,Female,Pennsylvania,Allentown,2021-08-10,IT,System Administrator,Master,88156,Excellent,Yes,1979-02-04,
00-35953856,Ralph,Gilbert,Female,Florida,Orlando,2017-05-21,Finance,Financial Analyst,Bachelor,91390,Good,No,2002-04-25,
00-40374151,Joseph,King,Male,New York,Rochester,2024-09-10,Operations,Operations Analyst,Bachelor,60644,Satisfactory,No,2000-02-03,
00-63880436,Lisa,Franklin,Male,Florida,Orlando,2016-02-18,HR,HR Coordinator,Bachelor,67513,Good,Yes,1985-10-30,
00-30380452,Kurt,Guerrero,Male,Pennsylvania,Philadelphia,2017-11-21,Customer Service,Support Specialist,Bachelor,60878,Good,No,1983-10-04,
00-46972997,Joseph,White,Male,New York,Rochester,2022-06-29,Sales,Sales Manager,PhD,94692,Needs Improvement,Yes,1993-08-11,
00-25742667,Andre,Smith,Female,New York,Buffalo,2020-01-15,Customer Service,Help Desk Technician,Bachelor,71342,Good,No,1973-01-19,
00-94361980,Tammy,Castillo,Female,New York,New York City,2020-11-23,Operations,Inventory Specialist,High School,58404,Good,Yes,1987-01-03,
00-68823870,Angela,Ortiz,Male,New York,New York City,2017-08-14,Sales,Sales Specialist,Master,81302,Good,No,1973-12-13,
00-91877605,Sheila,Hill,Male,New York,New York City,2019-08-26,Operations,Operations Analyst,Master,77136,Good,Yes,1984-09-10,
00-55818870,Andrea,Ashley,Female,New York,Buffalo,2023-06-21,Sales,Sales Representative,Bachelor,60379,Good,No,1979-06-17,
00-44286237,Hector,Miranda,Female,New York,Rochester,2016-04-17,Customer Service,Customer Service Representative,High School,60784,Good,No,2001-10-04,
00-88514495,Jordan,Simpson,Female,New York,New York City,2017-03-30,Operations,Operations Manager,Bachelor,87205,Good,No,1986-10-08,
00-75404850,Crystal,Thomas,Female,New York,Rochester,2022-08-28,Operations,Logistics Coordinator,Bachelor,62843,Good,No,1979-04-03,
00-23831159,Diana,Hall,Female,New York,Buffalo,2016-09-11,Operations,Inventory Specialist,Bachelor,65878,Satisfactory,No,1974-03-30,
00-90402724,Benjamin,Cohen,Female,Michigan,Detroit,2023-12-01,IT,Software Developer,Master,93370,Satisfactory,No,1987-02-12,
00-99242791,Scott,Stewart,Male,Illinois,Aurora,2020-08-02,Customer Service,Customer Service Representative,Bachelor,64263,Needs Improvement,Yes,1999-02-25,
00-66596142,Jennifer,Brown,Female,New York,New York City,2016-10-04,Operations,Inventory Specialist,High School,56131,Good,No,1967-11-23,
00-47608285,Victoria,Hester,Female,New York,Rochester,2023-01-07,IT,IT Support Specialist,High School,58366,Needs Improvement,No,1967-03-06,
00-43778683,Erika,Mathews,Male,New York,New York City,2021-05-18,Customer Service,Help Desk Technician,High School,62189,Good,No,1982-11-13,
00-99520336,Amber,Williams,Female,New York,New York City,2023-04-02,Operations,Operations Analyst,Master,57622,Satisfactory,No,2000-01-06,
00-11734913,Michael,Jones,Male,New York,Rochester,2016-06-21,Finance,Financial Analyst,PhD,72526,Satisfactory,No,1976-12-05,
00-88622613,Daniel,Jones,Male,New York,Buffalo,2020-03-20,Sales,Sales Representative,Bachelor,77413,Good,No,1990-12-03,
00-99339143,Mark,Watson,Female,Pennsylvania,Pittsburgh,2017-11-16,HR,Recruiter,Bachelor,61122,Satisfactory,No,1987-12-11,
00-85251955,Erin,Jones,Female,New York,Rochester,2021-06-15,Sales,Sales Representative,Bachelor,63049,Good,No,1986-02-03,
00-91420209,Nancy,Thomas,Male,New York,Rochester,2020-05-06,Operations,Logistics Coordinator,Bachelor,68732,Satisfactory,Yes,1989-01-15,
00-15650731,Catherine,Ward,Male,New York,New York City,2021-06-08,Customer Service,Customer Service Representative,Bachelor,60094,Good,No,1986-02-12,
00-96258750,Phyllis,Brooks,Male,New York,Rochester,2024-04-24,Sales,Sales Consultant,Master,95753,Satisfactory,No,1977-01-31,
00-25767007,Christy,Martin,Female,New York,New York City,2024-01-18,Operations,Inventory Specialist,Bachelor,64170,Good,Yes,1988-09-28,
00-87862664,Kelly,Hernandez,Female,Pennsylvania,Allentown,2022-08-18,Customer Service,Help Desk Technician,High School,71125,Needs Improvement,No,1960-12-14,
00-62847572,Anthony,Lynch,Female,New York,Rochester,2022-11-10,Operations,Operations Analyst,Bachelor,66646,Excellent,No,1986-06-26,
00-96850744,Lawrence,Baldwin,Female,New York,Buffalo,2023-10-16,Sales,Sales Representative,Bachelor,57970,Good,No,1998-11-25,
00-80164383,William,Perkins,Male,Virginia,Richmond,2015-05-14,Customer Service,Customer Service Representative,High School,62043,Needs Improvement,No,1980-03-18,
00-94304617,Shelby,Gray,Female,New York,New York City,2022-08-15,Sales,Sales Representative,Bachelor,61334,Satisfactory,No,1994-07-31,
00-13441419,Antonio,Barber,Female,New York,New York City,2017-05-29,IT,IT Support Specialist,High School,54016,Needs Improvement,No,1995-12-14,
00-94627132,Kathryn,Banks,Female,New York,Rochester,2024-01-31,Operations,Logistics Coordinator,Bachelor,55430,Excellent,Yes,1985-03-18,
00-65317019,Susan,Gay,Female,New York,Buffalo,2023-08-08,Customer Service,Help Desk Technician,High School,52457,Good,No,2003-05-17,
00-44026103,Wesley,Andrews,Male,New York,Buffalo,2018-08-01,IT,System Administrator,Master,87423,Satisfactory,No,1979-05-18,
00-57295434,Jessica,Ryan,Male,Ohio,Columbus,2024-02-17,IT,System Administrator,Master,81636,Excellent,No,1988-02-24,
00-69862044,Melanie,Rose,Female,Michigan,Detroit,2023-01-20,Operations,Inventory Specialist,Bachelor,56729,Satisfactory,Yes,1996-06-28,
00-95202397,Catherine,Hopkins,Female,North Carolina,Greensboro,2017-07-22,Customer Service,Help Desk Technician,High School,69326,Satisfactory,Yes,1977-05-24,
00-84957616,Scott,Adams,Female,New York,Rochester,2023-11-21,Operations,Inventory Specialist,Bachelor,65423,Good,No,1973-05-21,
00-53202156,Barbara,Bartlett,Female,New York,New York City,2022-05-08,Operations,Logistics Coordinator,Bachelor,59102,Excellent,No,1989-05-22,
00-33093235,John,Saunders,Female,New York,Buffalo,2023-05-21,IT,System Administrator,Bachelor,89774,Good,Yes,1979-05-18,
00-57218427,Jerry,Edwards,Female,New York,Buffalo,2021-02-14,Operations,Logistics Coordinator,Bachelor,54007,Satisfactory,No,1994-12-05,
00-40544052,Heather,Wallace,Female,New York,Buffalo,2018-12-08,Operations,Inventory Specialist,Bachelor,52526,Good,No,1998-02-01,
00-22137642,Robert,Miller,Female,New York,Buffalo,2021-08-06,Marketing,Content Creator,Bachelor,53854,Good,No,1986-07-09,
00-76732073,William,Melendez,Female,New York,Buffalo,2021-09-11,Finance,Financial Analyst,PhD,107897,Good,Yes,1963-07-23,
00-45524800,Timothy,Hall,Male,New York,Buffalo,2023-11-02,Operations,Logistics Coordinator,Bachelor,66577,Satisfactory,No,1987-05-14,
00-55231541,Robert,Hudson,Male,New York,New York City,2023-11-18,Operations,Logistics Coordinator,Bachelor,67461,Satisfactory,Yes,1977-09-29,
00-31369793,Valerie,Frost,Female,Michigan,Warren,2024-04-05,Operations,Inventory Specialist,Bachelor,66222,Good,Yes,1985-02-16,
00-24962673,Kimberly,Russell,Male,New York,Rochester,2017-08-16,IT,Software Developer,Bachelor,103692,Good,Yes,2001-12-08,
00-96209085,Elizabeth,Jacobs,Female,Pennsylvania,Philadelphia,2020-11-05,Customer Service,Customer Service Representative,Bachelor,58191,Satisfactory,No,1967-06-07,
00-33878421,Justin,Edwards,Male,New York,Rochester,2019-02-01,IT,System Administrator,Bachelor,76631,Satisfactory,No,1996-07-21,
00-36658273,Ricky,Wagner,Female,New York,Buffalo,2016-02-27,Operations,Logistics Coordinator,Bachelor,61716,Good,No,1969-07-21,
00-99011879,Barbara,Chen,Male,New York,Rochester,2019-10-28,Operations,Logistics Coordinator,Bachelor,73964,Good,Yes,1981-06-30,
00-55656032,James,White,Male,New York,New York City,2020-06-25,Sales,Sales Representative,Bachelor,78532,Excellent,No,1980-04-09,
00-61706059,Alexis,Martinez,Female,New York,Rochester,2016-04-12,IT,IT Support Specialist,Bachelor,61402,Good,Yes,1966-09-11,
00-49448235,Kathy,Dawson,Female,New York,New York City,2021-07-02,Sales,Sales Representative,Bachelor,66128,Good,Yes,1997-04-26,
00-40175481,Julia,Martinez,Male,New York,New York City,2019-01-14,Sales,Sales Representative,Bachelor,70026,Satisfactory,Yes,1981-01-09,
00-83549599,Mary,Johnson,Male,New York,Buffalo,2017-03-06,Operations,Logistics Coordinator,Bachelor,65080,Good,Yes,1977-09-29,
00-76369717,Veronica,Anderson,Female,New York,New York City,2017-12-03,Operations,Operations Analyst,Master,77026,Satisfactory,Yes,1976-04-24,
00-42930552,Allison,Hughes,Female,Pennsylvania,Allentown,2023-06-14,IT,Software Developer,Bachelor,88032,Good,Yes,1986-03-24,
00-38986747,Michael,Morales,Male,New York,New York City,2017-08-05,Sales,Sales Specialist,Bachelor,85452,Good,No,1981-06-17,
00-12788232,John,Carter,Female,Illinois,Chicago,2023-05-11,Marketing,Marketing Manager,Master,98317,Good,No,1978-12-10,
00-68914857,Phyllis,Villanueva,Female,New York,Buffalo,2019-08-18,Customer Service,Support Specialist,Bachelor,62755,Satisfactory,No,1997-07-29,
00-35801896,Chelsea,Rodriguez,Male,New York,New York City,2019-10-08,Marketing,Content Creator,High School,55680,Good,No,1983-10-28,
00-63635663,Brandon,Rodgers,Male,New York,Rochester,2021-05-18,Marketing,Content Creator,High School,65994,Satisfactory,No,1989-11-19,
00-45096899,Stephanie,Lozano,Male,New York,Buffalo,2022-09-02,Operations,Inventory Specialist,High School,67592,Good,No,1975-12-23,
00-45374067,Shannon,Davenport,Female,New York,Rochester,2019-04-23,IT,Software Developer,Master,101991,Needs Improvement,No,1978-05-08,
00-52970439,Katherine,Graves,Male,Michigan,Detroit,2020-10-11,Operations,Logistics Coordinator,Bachelor,66078,Needs Improvement,No,1979-11-06,
00-28051318,Isaac,Cannon,Female,New York,New York City,2018-12-22,Sales,Sales Representative,Bachelor,73327,Good,No,2001-11-29,
00-82246104,Lori,Hicks,Female,New York,New York City,2020-02-29,Sales,Sales Specialist,Master,58776,Good,Yes,1973-12-04,
00-78109300,Paula,Watkins,Female,New York,Buffalo,2022-05-24,Operations,Logistics Coordinator,Bachelor,53605,Good,Yes,1992-03-28,
00-24067040,Emily,Chavez,Male,Illinois,Chicago,2023-05-05,Finance,Accountant,Bachelor,91042,Good,No,1994-10-24,
00-56753777,Samuel,Romero,Male,New York,Rochester,2022-08-17,Sales,Sales Specialist,Bachelor,96540,Excellent,No,1985-06-21,
00-40059912,Joshua,Mejia,Female,North Carolina,Raleigh,2019-04-01,Customer Service,Help Desk Technician,Bachelor,56033,Good,No,1980-02-28,
00-17140578,Kenneth,Peterson,Male,New York,Rochester,2019-08-08,Sales,Sales Consultant,Bachelor,103669,Good,No,1991-10-29,
00-89331123,Zachary,Fox,Male,Michigan,Detroit,2019-07-17,Operations,Inventory Specialist,Bachelor,61762,Good,Yes,1981-07-19,
00-85156388,Megan,Simmons,Male,New York,New York City,2019-05-06,Operations,Inventory Specialist,High School,58786,Good,No,1988-01-16,
00-56654498,Patrick,Todd,Female,New York,Buffalo,2019-02-25,IT,System Administrator,Bachelor,69574,Satisfactory,Yes,1991-03-29,
00-18559981,Bobby,Landry,Female,New York,Rochester,2022-12-09,Marketing,Marketing Coordinator,Bachelor,63002,Needs Improvement,No,1996-01-02,
00-47056223,Veronica,Clark,Male,New York,New York City,2020-07-20,HR,Recruiter,Bachelor,69604,Good,No,1995-12-01,
00-90227105,Joshua,Hobbs,Male,Ohio,Cleveland,2020-05-02,Customer Service,Customer Service Manager,Bachelor,98383,Good,No,1997-06-27,
00-27898844,Cory,Mitchell,Male,New York,Buffalo,2024-02-16,IT,Software Developer,Bachelor,102601,Good,No,1977-03-13,
00-70681408,Keith,Tucker,Female,New York,Rochester,2018-03-28,Sales,Sales Representative,Bachelor,56755,Good,Yes,1978-07-27,
00-50890916,Nicole,Roberts,Male,New York,Rochester,2018-12-23,Operations,Inventory Specialist,Bachelor,71374,Satisfactory,Yes,1965-11-16,
00-78176556,Jordan,Obrien,Female,North Carolina,Raleigh,2024-02-11,IT,Software Developer,Master,82164,Good,Yes,1989-12-27,
00-82425578,Sandra,Estrada,Male,Ohio,Cincinnati,2024-02-24,Finance,Accounts Payable Specialist,Bachelor,61694,Good,No,1987-03-04,
00-10909370,Cody,Arnold,Male,New York,New York City,2024-07-16,Operations,Inventory Specialist,Bachelor,63956,Good,No,1974-10-11,
00-58096857,Kari,Johnson,Female,North Carolina,Charlotte,2020-12-16,IT,IT Support Specialist,High School,56817,Good,Yes,1999-09-29,
00-18540104,Bernard,Macdonald,Male,New York,Buffalo,2020-07-27,Customer Service,Customer Service Representative,Bachelor,68016,Good,No,1967-01-24,
00-36121315,Lauren,Smith,Male,New York,New York City,2017-11-20,Sales,Sales Representative,Bachelor,80330,Good,No,1990-05-30,
00-34070716,Lynn,Wood,Male,New York,New York City,2023-04-20,Operations,Operations Manager,Master,80400,Good,No,2002-03-27,
00-76434426,Shelly,Duncan,Male,New York,Rochester,2022-10-12,Customer Service,Help Desk Technician,High School,59058,Excellent,No,1998-03-12,
00-22638132,Sean,Martinez,Male,Michigan,Grand Rapids,2024-06-25,IT,IT Support Specialist,High School,58571,Satisfactory,No,1981-08-29,
00-62002811,Kenneth,Rodriguez,Male,New York,New York City,2023-10-02,Customer Service,Support Specialist,Bachelor,61520,Satisfactory,Yes,1991-09-07,
00-73673905,Samantha,Wilson,Female,New York,New York City,2017-12-12,Customer Service,Help Desk Technician,Bachelor,60864,Good,No,1977-10-08,
00-22866554,Ryan,Baker,Male,New York,Buffalo,2018-12-02,IT,Software Developer,Master,79833,Satisfactory,No,2000-03-15,
00-67762060,Derrick,Ramirez,Female,North Carolina,Greensboro,2023-09-17,Operations,Inventory Specialist,High School,54136,Good,No,2000-09-08,
00-34772080,Darren,Gomez,Female,New York,Rochester,2017-01-31,Customer Service,Support Specialist,High School,60574,Satisfactory,No,1974-11-09,
00-57137357,Julie,Walker,Female,Michigan,Detroit,2024-01-29,Operations,Logistics Coordinator,Bachelor,55756,Good,No,1992-02-12,
00-55596469,Mark,Hunter,Male,New York,New York City,2019-04-18,IT,Software Developer,Bachelor,89315,Satisfactory,Yes,1983-05-30,
00-44597012,Shawn,Moss,Female,New York,Rochester,2015-09-19,Customer Service,Customer Service Representative,High School,67890,Good,Yes,1962-02-23,
00-84776506,Kimberly,Mann,Male,New York,Rochester,2016-05-02,Finance,Financial Analyst,Bachelor,94272,Good,Yes,2001-12-05,
00-32617447,Patricia,Johnson,Male,Michigan,Grand Rapids,2015-02-09,Customer Service,Support Specialist,High School,67511,Good,No,1981-01-29,
00-10625592,Sarah,Bauer,Female,Virginia,Norfolk,2018-05-04,Sales,Sales Specialist,Bachelor,69113,Satisfactory,No,1980-01-06,
00-86246226,James,Grant,Male,New York,Buffalo,2020-11-21,Operations,Inventory Specialist,Bachelor,68320,Good,No,1985-10-25,
00-35297638,Natalie,Johnson,Male,New York,Rochester,2021-09-04,IT,Software Developer,Bachelor,105668,Good,No,1991-06-27,
00-81835206,Courtney,Sanchez,Female,Michigan,Warren,2017-08-16,Customer Service,Customer Service Representative,High School,53842,Satisfactory,No,1999-05-28,
00-30759612,Nicholas,Hahn,Female,Pennsylvania,Allentown,2020-09-18,Operations,Operations Analyst,Bachelor,75704,Satisfactory,No,1989-06-14,
00-69149428,James,Harrison,Male,New York,Rochester,2022-07-08,Customer Service,Support Specialist,Bachelor,69311,Satisfactory,No,1987-10-06,
00-29978275,Lisa,Gross,Female,Michigan,Warren,2023-04-20,Sales,Sales Specialist,PhD,79112,Good,No,1971-10-23,
00-93494515,David,Walters,Male,Pennsylvania,Philadelphia,2015-02-04,Customer Service,Customer Service Representative,High School,56363,Good,No,1998-04-10,
00-26144121,Stephanie,Vincent,Female,New York,Buffalo,2023-10-19,IT,IT Support Specialist,High School,54968,Satisfactory,Yes,1976-06-07,
00-24465305,Jason,Hamilton,Female,Michigan,Warren,2018-07-10,Finance,Accountant,Bachelor,63930,Satisfactory,No,2001-06-26,
00-79590395,Angela,Clark,Female,New York,New York City,2017-03-11,Customer Service,Support Specialist,High School,63787,Needs Improvement,No,1976-02-25,
00-35925455,Benjamin,Watts,Female,New York,Rochester,2021-08-27,Customer Service,Customer Service Representative,Bachelor,56378,Good,No,1988-10-28,
00-71024383,Omar,Silva,Female,New York,Rochester,2024-09-04,Sales,Sales Representative,Bachelor,61913,Excellent,No,1978-04-19,
00-62190005,Michael,Moreno,Female,New York,Buffalo,2023-03-11,Customer Service,Help Desk Technician,Bachelor,74749,Good,Yes,1974-11-25,
00-84418609,Natalie,Pittman,Male,Michigan,Detroit,2016-12-05,Customer Service,Support Specialist,Bachelor,62598,Satisfactory,No,1989-11-25,
00-28975887,Kelly,Washington,Female,New York,Rochester,2017-11-06,Operations,Inventory Specialist,High School,54146,Satisfactory,Yes,1995-05-18,
00-64262173,Crystal,Harper,Female,New York,Buffalo,2015-07-31,Operations,Operations Analyst,Master,90765,Excellent,No,1962-03-21,
00-98538069,Timothy,Davis,Female,New York,Buffalo,2022-02-13,Customer Service,Customer Service Representative,High School,63946,Satisfactory,No,1979-01-29,
00-79772254,Sydney,Prince,Male,Michigan,Detroit,2016-10-23,Operations,Logistics Coordinator,Bachelor,64613,Satisfactory,No,1971-04-23,
00-80778039,Justin,Montes,Female,Illinois,Aurora,2020-05-06,Marketing,SEO Specialist,High School,63180,Excellent,No,1974-09-17,
00-80017740,John,Coleman,Female,New York,Buffalo,2019-03-10,IT,Software Developer,Master,92294,Satisfactory,No,1997-12-25,
00-36968648,Steven,Flores,Male,New York,New York City,2017-02-14,Customer Service,Support Specialist,High School,58017,Good,No,1973-10-31,
00-36580682,Michael,Sanders,Male,Michigan,Warren,2017-02-19,Finance,Accountant,Bachelor,83517,Satisfactory,No,2000-10-18,
00-64255917,Kim,Webb,Female,New York,Buffalo,2019-11-09,Marketing,Marketing Coordinator,Bachelor,70604,Satisfactory,Yes,1978-07-07,
00-13198965,Michelle,Burke,Female,New York,Rochester,2020-09-23,Operations,Inventory Specialist,Bachelor,57881,Good,Yes,1999-08-11,
00-74975404,Jimmy,Carter,Female,New York,Buffalo,2021-07-17,Operations,Logistics Coordinator,Bachelor,58737,Satisfactory,Yes,1979-05-06,
00-48546517,Jason,Rosales,Male,New York,Buffalo,2023-06-08,Customer Service,Help Desk Technician,Bachelor,65268,Good,Yes,1991-03-23,
00-80806579,Bruce,Ingram,Male,Illinois,Chicago,2023-04-12,Operations,Inventory Specialist,Bachelor,62871,Good,No,1993-04-07,
00-51220925,Emily,Jenkins,Male,New York,New York City,2023-11-11,Finance,Accounts Payable Specialist,Bachelor,62885,Good,Yes,1974-06-04,
00-82851642,Scott,Ross,Male,New York,Buffalo,2017-12-21,Sales,Sales Specialist,Bachelor,93911,Satisfactory,Yes,1980-09-30,
00-16436549,Brian,Washington,Female,New York,Buffalo,2020-03-26,Operations,Logistics Coordinator,Bachelor,59580,Needs Improvement,No,1988-06-04,
00-61660590,Matthew,Cardenas,Female,New York,Buffalo,2017-04-30,Marketing,Content Creator,High School,60630,Good,Yes,1989-08-28,
00-68224195,Seth,Walker,Male,New York,New York City,2022-12-07,Operations,Logistics Coordinator,Bachelor,65524,Good,Yes,1982-04-24,
00-33929694,Garrett,Harris,Male,Michigan,Warren,2020-08-30,Operations,Operations Analyst,Master,84093,Needs Improvement,No,1960-01-23,
00-16002311,Daniel,Donaldson,Female,New York,Buffalo,2024-08-25,Sales,Sales Specialist,Bachelor,89186,Good,No,1979-12-05,
00-34924955,Mark,Jacobs,Female,Pennsylvania,Pittsburgh,2023-01-08,IT,Software Developer,Bachelor,88095,Good,No,1989-07-18,
00-19792992,Stephanie,Smith,Male,New York,Rochester,2022-05-28,Marketing,Marketing Manager,PhD,97885,Satisfactory,Yes,1973-12-20,
00-86657828,Christopher,Bush,Male,Pennsylvania,Pittsburgh,2021-12-21,Operations,Operations Analyst,Bachelor,64424,Excellent,No,1985-05-08,
00-61202550,Michael,Miranda,Female,Michigan,Warren,2017-01-25,Sales,Sales Manager,Master,103459,Good,No,2004-03-19,
00-48982422,Diana,Stone,Female,New York,Rochester,2015-05-21,Customer Service,Support Specialist,High School,65445,Satisfactory,No,1970-01-14,
00-54392606,Amanda,Galloway,Female,New York,Rochester,2024-11-21,IT,Software Developer,Master,96914,Satisfactory,No,2004-02-03,
00-40651547,Amanda,Heath,Female,New York,Buffalo,2018-03-31,Sales,Sales Representative,Bachelor,61338,Good,Yes,1994-08-24,
00-30928435,Kelly,Martin,Female,New York,Rochester,2017-05-26,Operations,Inventory Specialist,High School,60811,Good,Yes,1974-06-04,
00-99728954,Martin,Lewis,Female,Pennsylvania,Allentown,2017-10-12,IT,Software Developer,Bachelor,84212,Satisfactory,No,1981-10-26,
00-86576546,John,Smith,Male,Ohio,Cleveland,2022-11-25,Operations,Inventory Specialist,Bachelor,67936,Satisfactory,Yes,1995-04-27,
00-37498028,Andrew,Bentley,Female,North Carolina,Raleigh,2024-02-09,Operations,Logistics Coordinator,Bachelor,61957,Good,No,2000-12-10,
00-46589757,Walter,Moody,Female,New York,New York City,2019-01-17,Customer Service,Help Desk Technician,Bachelor,71467,Good,No,1992-08-07,
00-65517801,Eric,Turner,Female,New York,Rochester,2018-03-31,Customer Service,Support Specialist,High School,53764,Good,Yes,1992-10-14,
00-75527308,Crystal,Watts,Male,New York,Buffalo,2017-01-14,Sales,Sales Consultant,Bachelor,102031,Excellent,No,1989-07-02,
00-63078880,Joseph,Martinez,Male,Pennsylvania,Allentown,2015-11-01,Finance,Accountant,Bachelor,63058,Satisfactory,No,1981-05-13,
00-98981391,Nicholas,Morales,Male,New York,New York City,2022-11-14,Operations,Inventory Specialist,Bachelor,60881,Good,No,1977-08-09,
00-25351874,Joy,Nelson,Male,New York,New York City,2016-02-02,Operations,Operations Analyst,Bachelor,83703,Satisfactory,No,1978-10-26,
00-34609969,Charles,Wagner,Male,New York,New York City,2020-09-30,Operations,Inventory Specialist,Bachelor,67570,Satisfactory,No,1976-07-11,
00-44426734,Kathryn,Perry,Male,New York,Rochester,2024-01-06,Customer Service,Customer Service Representative,Bachelor,73992,Needs Improvement,No,1971-05-20,
00-63446108,Julia,Weaver,Female,New York,Buffalo,2017-12-23,Operations,Logistics Coordinator,Bachelor,65211,Satisfactory,Yes,1975-03-12,
00-86518645,Edwin,Fitzgerald,Female,New York,New York City,2017-11-04,Operations,Operations Analyst,Bachelor,74844,Good,No,1971-05-19,
00-37128906,Peter,Decker,Male,New York,Buffalo,2024-11-29,HR,HR Coordinator,Bachelor,65777,Good,No,1990-09-21,
00-76836028,Larry,Morris,Male,New York,New York City,2017-07-18,Marketing,Content Creator,High School,58023,Excellent,Yes,1971-01-15,
00-72942341,Julia,Turner,Female,Michigan,Grand Rapids,2019-06-28,Sales,Sales Consultant,Bachelor,81314,Satisfactory,Yes,1963-10-23,
00-15104468,James,Baker,Male,New York,Buffalo,2023-09-12,Operations,Inventory Specialist,Bachelor,71729,Good,Yes,1975-05-24,
00-19046325,Barbara,Bennett,Male,Ohio,Columbus,2017-06-16,Sales,Sales Representative,Bachelor,74619,Excellent,No,1995-03-21,
00-68801935,Christopher,Rasmussen,Male,New York,New York City,2022-08-06,Sales,Sales Representative,Bachelor,72749,Excellent,No,2002-12-27,
00-15509893,Joshua,Mitchell,Female,New York,Rochester,2022-09-30,Marketing,Marketing Coordinator,Bachelor,74042,Good,No,1996-12-03,
00-35363046,Amanda,Sanchez,Male,Pennsylvania,Philadelphia,2022-01-07,IT,Software Developer,Master,87076,Excellent,Yes,2003-04-05,
00-15873085,Victoria,Luna,Female,North Carolina,Charlotte,2020-05-24,Operations,Inventory Specialist,High School,56361,Satisfactory,No,1992-08-25,
00-43662096,Kathryn,Klein,Female,New York,Buffalo,2024-06-24,Finance,Financial Analyst,Bachelor,70823,Good,No,2004-04-08,
00-36930692,Jeffrey,Hester,Male,New York,Buffalo,2023-06-04,Sales,Sales Representative,Bachelor,63736,Good,Yes,1998-11-13,
00-61007346,Kellie,West,Male,New York,Rochester,2017-07-05,Operations,Logistics Coordinator,Bachelor,64740,Excellent,No,1994-05-25,
00-18542875,Anna,Day,Male,New York,Rochester,2017-05-10,IT,Software Developer,Bachelor,100539,Good,No,1992-05-07,
00-55082208,Douglas,Soto,Female,Pennsylvania,Allentown,2022-02-02,Sales,Sales Representative,Bachelor,69167,Good,Yes,1997-10-14,
00-69127002,Cody,Jackson,Male,New York,Buffalo,2016-12-01,Operations,Inventory Specialist,Bachelor,64960,Good,No,1974-01-05,
00-80941666,Sheri,Watkins,Female,Michigan,Warren,2017-02-02,Customer Service,Customer Service Representative,High School,62685,Good,No,1978-04-22,
00-83433653,Donald,Jensen,Male,Michigan,Warren,2024-07-02,Sales,Sales Specialist,Master,81050,Good,No,1980-07-17,
00-18741781,Alexandra,Franco,Female,New York,Rochester,2019-10-23,Finance,Accountant,Bachelor,67439,Satisfactory,No,1973-02-19,
00-93025237,Jesse,Saunders,Female,Ohio,Cleveland,2022-04-08,Sales,Sales Representative,Bachelor,59550,Satisfactory,No,1987-11-26,
00-59710508,Robert,Yang,Male,New York,Rochester,2015-11-21,Sales,Sales Consultant,Bachelor,71982,Good,Yes,1984-04-10,
00-41361578,Edward,Morris,Female,New York,Buffalo,2015-08-08,Sales,Sales Manager,Master,81988,Satisfactory,No,2000-04-08,
00-17840669,Carol,Savage,Male,New York,Buffalo,2023-04-15,IT,IT Support Specialist,High School,57267,Satisfactory,No,1986-09-24,
00-40134305,Hannah,Fischer,Male,Michigan,Warren,2022-11-05,Operations,Inventory Specialist,High School,60823,Satisfactory,No,1970-01-06,
00-83226848,Tracy,Porter,Male,New York,Rochester,2016-09-10,Finance,Accountant,Bachelor,61545,Satisfactory,No,1993-02-26,
